Serial;Serial Resposta;Software;Marca;Modelo;Status;Local Fisico;Data Compra;Data Envio;Data Cobranca;Valor Cobranca;Forma Aquisicao;Local Cobranca;Operadora;Serial Chip;PDV
'1470586078';'1470586078';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;12/07/2024;31/01/2025;49,90;Aluguel;Brasilcard;Vivo;'89551301301006758308';068888;
'1470586941';'1470586941';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;21/01/2025;17/01/2025;136,08;Comodato;Comodato;VIVO;'89551301301006759074';088654;
'1470586501';'1470586501';GER7;PAX;D195;ESTOQUE;GER - VANESSA DE OLI;27/04/2021;20/07/2023;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586269';'1470586269';GER7;PAX;D195;ESTOQUE;WALLISSON COSME BARB;27/04/2021;31/07/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586323';'1470586323';GER7;PAX;D195;CORREIOS;LOJISTA;27/04/2021;10/09/2024;01/10/2024;39,99;Aluguel;Brasilcard;;'';067531;
'1470586740';'1470586740';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;05/06/2024;05/06/2024;136,08;Comodato;Comodato;NLT;'89551301301001569452';079379;
'1470586503';'1470586503';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;29/08/2023;01/01/2100;49,90;Aluguel;DXC;VIVO;'89551080257086496390';042434;
'1470586248';'1470586248';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;04/11/2024;01/01/2025;79,90;Aluguel;Brasilcard;CLARO;'89550534150026970919';072232;
'1470586536';'1470586536';GER7;PAX;D195;CORREIOS;LOJISTA;27/04/2021;10/09/2024;01/10/2024;39,90;Aluguel;Brasilcard;;'';068182;
'1470586965';'1470586965';GER7;PAX;D195;ESTOQUE;MANUTENÇÃO - PAX;27/04/2021;22/10/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586797';'1470586797';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;19/02/2024;01/04/2024;49,90;Aluguel;Brasilcard;Vivo;'89551301301006947455';075806;
'1470586246';'1470586246';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;10/09/2024;01/12/2024;79,90;Aluguel;Brasilcard;TNS- VIVO;'89551301301006811495';083177;
'1470586957';'1470586957';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;16/07/2024;31/01/2025;45,90;Aluguel;Brasilcard;Vivo;'89551301301006929446';083326;
'1470586956';'1470586956';GER7;PAX;D195;CORREIOS;LOJISTA;27/04/2021;10/09/2024;01/10/2024;49,90;Aluguel;Brasilcard;;'';069121;
'1470586681';'1470586681';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;29/07/2023;01/11/2024;49,90;Aluguel;Brasilcard;VIVO;'89551080257086494908';069691;
'1470586534';'1470586534';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;19/12/2023;01/02/2024;39,90;Aluguel;Brasilcard;Vivo;'89551301301006947497';047073;
'1470586221';'1470586221';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;30/10/2024;30/10/2024;220,03;Comodato;Comodato;VIVO;'89551301301006919637';085887;
'1470586930';'1470586930';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;12/08/2024;01/11/2024;69,90;Aluguel;Brasilcard;Link Vivo NLT;'89551301301006760056';071720;
'1470586029';'1470586029';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;23/12/2024;01/04/2025;29,99;Aluguel;Isencao Temporaria;TNS - Rede Vivo;'89551301301003771007';088090;
'1470586141';'1470586141';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;11/01/2024;01/03/2024;39,90;Aluguel;Brasilcard;;'';073675;
'1470586387';'1470586387';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;27/09/2023;01/11/2023;39,90;Aluguel;Brasilcard;VIVO;'89551301301006918258';063107;
'1470586537';'1470586537';GER7;PAX;D195;ESTOQUE;MANUTENÇÃO - PAX;27/04/2021;15/03/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586227';'1470586227';GER7;PAX;D195;ESTOQUE;BOLT ICARO;27/04/2021;10/08/2023;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586750';'1470586750';GER7;PAX;D195;ESTOQUE;MANUTENÇÃO - PAX;27/04/2021;24/07/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586944';'1470586944';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;24/06/2023;01/08/2023;39,90;Aluguel;Brasilcard;;'';068412;
'1470586379';'1470586379';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;15/07/2024;18/06/2024;220,03;Comodato;Comodato;VIVO;'89551301301006930436';082717;
'1470586687';'1470586687';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;03/02/2025;01/04/2025;39,90;Aluguel;Isencao Temporaria;Claro;'89550534810023498483';088969;
'1470586273';'1470586273';GER7;PAX;D195;ESTOQUE;MANUTENÇÃO - PAX;27/04/2021;18/07/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586959';'1470586959';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;19/12/2024;01/02/2025;39,90;Aluguel;Brasilcard;Claro;'89550534810023498129';060261;
'1470586224';'1470586224';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;04/12/2024;01/01/2999;0,00;Aluguel;Isencao Permanente;VIVO;'89551301301006989747';087612;
'1470586324';'1470586324';GER7;PAX;D195;ESTOQUE;MANUTENÇÃO - PAX;27/04/2021;07/08/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586226';'1470586226';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;01/06/2023;01/07/2023;39,90;Aluguel;Brasilcard;VIVO;'89551080257086493561';067598;
'1470586951';'1470586951';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;11/03/2024;31/01/2025;39,90;Aluguel;Brasilcard;CLARO;'89550534150026970943';073566;
'1470586718';'1470586718';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;31/08/2023;30/09/2023;59,90;Aluguel;Brasilcard;;'';065167;
'1470586602';'1470586602';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;27/11/2024;01/01/2025;69,90;Aluguel;Brasilcard;Claro;'89550534810023498012';087456;
'1470586376';'1470586376';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;12/08/2024;01/11/2024;69,90;Aluguel;Brasilcard;TNS;'89551301301006807121';071720;
'1470586204';'1470586204';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;17/05/2024;15/05/2024;136,08;Comodato;Comodato;VIVO;'89551301301005821842';076496;
'1470586678';'1470586678';GER7;PAX;D195;ESTOQUE;BOLT ICARO;27/04/2021;30/07/2022;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586781';'1470586781';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;12/08/2021;26/10/2021;29,90;Aluguel;Brasilcard;;'';046023;
'1470586747';'1470586747';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;15/01/2025;03/01/2025;220,03;Comodato;Comodato;Claro;'89550534150026891107';088297;
'1470586220';'1470586220';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;29/08/2023;31/12/2024;30,00;Aluguel;Brasilcard;TNS - Rede Vivo;'89551301301004615880';071466;
'1470586195';'1470586195';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;30/12/2024;30/01/2025;0,00;Aluguel;Brasilcard;Vivo;'89551301301004106146';087608;
'1470586693';'1470586693';GER7;PAX;D195;ESTOQUE;BOLT_7C;27/04/2021;02/08/2023;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586125';'1470586125';GER7;PAX;D195;ESTOQUE;MANUTENÇÃO - PAX;27/04/2021;03/07/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586062';'1470586062';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;20/08/2024;31/12/2024;19,90;Aluguel;Brasilcard;Vivo;'89551301301006929503';084173;
'1470586776';'1470586776';GER7;PAX;D195;CORREIOS;LOJISTA;27/04/2021;11/07/2023;01/05/2024;39,90;Aluguel;Brasilcard;;'';069038;
'1470586706';'1470586706';GER7;PAX;D195;CORREIOS;LOJISTA;27/04/2021;12/09/2024;01/10/2024;9,90;Aluguel;Brasilcard;;'';070245;
'1470586741';'1470586741';GER7;PAX;D195;ESTOQUE;MANUTENÇÃO - PAX;27/04/2021;19/12/2023;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586191';'1470586191';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;21/02/2024;01/04/2024;39,90;Aluguel;Brasilcard;VIVO;'89551301301006989663';075765;
'1470586799';'1470586799';GER7;PAX;D195;ESTOQUE;MANUTENÇÃO - PAX;27/04/2021;26/08/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586767';'1470586767';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;08/07/2024;01/01/2100;45,90;Aluguel;DXC;CLARO;'89550534150026970729';078574;
'1470586818';'1470586818';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;11/12/2023;01/10/2024;49,90;Aluguel;Brasilcard;TNS;'89551301301006807964';073929;
'1470586808';'1470586808';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;30/01/2024;01/03/2024;49,90;Aluguel;Brasilcard;Vivo;'89551301301006949956';076221;
'1470586072';'1470586072';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;09/06/2023;01/07/2023;69,90;Aluguel;Brasilcard;VIVO;'89551080257086493827';023614;
'1470586749';'1470586749';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;11/10/2023;31/12/2024;79,90;Aluguel;Brasilcard;VIVO;'89551301301006759280';070831;
'1470586751';'1470586751';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;27/09/2024;01/11/2024;39,90;Aluguel;Brasilcard;TNS - Rede Vivo;'89551301301004613893';084652;
'1470586115';'1470586115';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;11/03/2024;01/03/2024;39,90;Aluguel;Brasilcard;CLARO;'89550534150026970893';020998;
'1470586803';'1470586803';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;04/04/2024;31/01/2025;39,90;Aluguel;Brasilcard;CLARO;'89550534150026885091';073852;
'1470586137';'1470586137';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;05/11/2024;05/11/2024;136,08;Comodato;Comodato;Vivo;'89551301301006948206';087031;
'1470586219';'1470586219';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;20/01/2025;01/03/2025;49,90;Aluguel;Brasilcard;VIVO;'89551301301006919652';069691;
'1470586190';'1470586190';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;27/05/2024;01/07/2024;29,90;Aluguel;Brasilcard;Vivo;'89551301301004106195';048321;
'1470586801';'1470586801';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;09/01/2025;01/03/2025;39,90;Aluguel;Brasilcard;Claro;'89550534150026891065';087841;
'1470586199';'1470586199';GER7;PAX;D195;ESTOQUE;MANUTENÇÃO - PAX;27/04/2021;24/04/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586688';'1470586688';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;23/12/2024;01/02/2025;59,90;Aluguel;Brasilcard;Vivo;'89551301301006929297';088044;
'1470586231';'1470586231';GER7;PAX;D195;ESTOQUE;ESTOQUE-SAO PAULO;27/04/2021;17/04/2023;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586690';'1470586690';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;22/09/2021;22/12/2021;29,90;Aluguel;Brasilcard;;'';046653;
'1470586210';'1470586210';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;22/01/2024;01/03/2024;49,90;Aluguel;Brasilcard;Vivo;'89551301301006792620';075973;
'1470586238';'1470586238';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;04/05/2023;01/09/2023;59,90;Aluguel;Brasilcard;;'';066385;
'1470586765';'1470586765';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;29/12/2023;30/06/2024;59,90;Aluguel;Brasilcard;Vivo ALLCOM;'89551080257082328845';066779;
'1470586800';'1470586800';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;15/03/2024;01/03/2024;29,68;Aluguel;Brasilcard;VIVO;'89551301301004103994';051045;
'1470586689';'1470586689';GER7;PAX;D195;ESTOQUE;BOLT_7D;27/04/2021;25/09/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586108';'1470586108';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;13/07/2023;01/01/2100;39,90;Aluguel;DXC;VIVO;'89551080257086494593';069198;
'1470586150';'1470586150';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;31/07/2024;01/01/2100;99,90;Aluguel;DXC;;'';049040;
'1470586216';'1470586216';GER7;PAX;D195;CORREIOS;LOJISTA;27/04/2021;29/02/2024;01/01/2099;99,90;Aluguel;Isencao Volume;;'';020369;
'1470586685';'1470586685';GER7;PAX;D195;ESTOQUE;OGEA_CAÇA POS;27/04/2021;14/06/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586166';'1470586166';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;04/08/2023;01/01/2999;0,00;Aluguel;Isencao Permanente;;'';001360;
'1470586165';'1470586165';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;14/11/2024;01/01/2025;49,90;Aluguel;Brasilcard;Link Vivo NLT;'89551301301006760049';087244;
'1470586807';'1470586807';GER7;PAX;D195;ESTOQUE;BOLT_7C;27/04/2021;06/08/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586746';'1470586746';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;17/07/2024;31/12/2024;19,90;Aluguel;Brasilcard;VIVO;'89551301301006919058';083434;
'1470586001';'1470586001';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;31/08/2023;01/09/2023;19,90;Aluguel;Brasilcard;VIVO;'89551080157065187350';066573;
'1470586142';'1470586142';GER7;PAX;D195;CORREIOS;LOJISTA;27/04/2021;12/09/2024;01/10/2024;49,90;Aluguel;Brasilcard;;'';065770;
'1470586631';'1470586631';GER7;PAX;D195;ESTOQUE;MANUTENÇÃO - PAX;27/04/2021;18/04/2023;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586211';'1470586211';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;16/01/2024;01/12/2024;39,90;Aluguel;Brasilcard;Vivo;'89551301301006794626';074325;
'1470586711';'1470586711';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;05/10/2023;31/10/2024;79,90;Aluguel;Brasilcard;TNS;'89551301301006810497';062977;
'1470586198';'1470586198';GER7;PAX;D195;CORREIOS;LOJISTA;27/04/2021;07/09/2024;01/10/2024;29,90;Aluguel;Brasilcard;;'';071325;
'1470586720';'1470586720';GER7;PAX;D195;CORREIOS;LOJISTA;27/04/2021;12/09/2024;01/10/2024;49,90;Aluguel;Brasilcard;;'';065728;
'1470586175';'1470586175';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;26/12/2024;17/12/2024;136,08;Comodato;Comodato;Claro;'89550534810023517134';077977;
'1470586728';'1470586728';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;28/07/2023;01/09/2023;29,90;Aluguel;Brasilcard;;'';069186;
'1470586066';'1470586066';GER7;PAX;D195;CORREIOS;LOJISTA;27/04/2021;12/09/2024;01/10/2024;49,90;Aluguel;Brasilcard;;'';065550;
'1470586153';'1470586153';GER7;PAX;D195;ESTOQUE;MANUTENÇÃO - PAX;27/04/2021;26/12/2023;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586786';'1470586786';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;24/09/2024;01/01/2025;49,90;Aluguel;Brasilcard;VIVO;'89551301301006989739';031630;
'1470586814';'1470586814';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;28/08/2024;01/10/2024;29,90;Aluguel;Brasilcard;Claro;'89550534150026891172';017048;
'1470586068';'1470586068';GER7;PAX;D195;ESTOQUE;ANALISE;27/04/2021;01/08/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586779';'1470586779';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;21/10/2024;01/12/2024;59,90;Aluguel;Brasilcard;VIVO;'89551301301004104000';085643;
'1470586177';'1470586177';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;21/01/2025;01/03/2025;49,90;Aluguel;Brasilcard;Claro;'89550534810023517019';088715;
'1470586708';'1470586708';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;01/03/2024;01/01/2100;39,90;Aluguel;DXC;TIM;'89551805400483006396';077085;
'1470586785';'1470586785';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;03/12/2024;01/03/2025;69,90;Aluguel;Brasilcard;VIVO;'89551301301006761419';065003;
'1470586815';'1470586815';GER7;PAX;D195;CORREIOS;LOJISTA;27/04/2021;07/09/2024;01/10/2024;49,90;Aluguel;Brasilcard;;'';065188;
'1470586730';'1470586730';GER7;PAX;D195;ESTOQUE;ANALISE;27/04/2021;01/11/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586727';'1470586727';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;12/07/2024;08/07/2024;220,03;Comodato;Comodato;TNS;'89551301301006807642';030938;
'1470586174';'1470586174';GER7;PAX;D195;ESTOQUE;RESSARCIMENTOS;27/04/2021;23/12/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586134';'1470586134';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;20/08/2024;01/01/2100;59,90;Aluguel;DXC;CLARO;'89550534150026885174';084142;
'1470586147';'1470586147';GER7;PAX;D195;ESTOQUE;MANUTENÇÃO - PAX;27/04/2021;17/11/2023;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586121';'1470586121';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;12/07/2024;31/12/2024;19,90;Aluguel;Brasilcard;TNS - Rede Vivo;'89551301301004615666';083241;
'1470586090';'1470586090';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;18/04/2024;01/06/2024;29,90;Aluguel;Brasilcard;Vivo;'89551301301006997989';078231;
'1470586158';'1470586158';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;08/11/2024;01/01/2100;59,90;Aluguel;DXC;VIVO;'89551301301006917243';055909;
'1470586748';'1470586748';GER7;PAX;D195;CORREIOS;LOJISTA;27/04/2021;12/09/2024;01/10/2024;59,90;Aluguel;Brasilcard;;'';065959;
'1470586717';'1470586717';GER7;PAX;D195;CORREIOS;LOJISTA;27/04/2021;12/09/2024;01/10/2024;49,90;Aluguel;Brasilcard;;'';066083;
'1470586798';'1470586798';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;11/09/2024;10/09/2024;136,08;Comodato;Comodato;VIVO;'89551301301004334953';084715;
'1470586787';'1470586787';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;29/05/2024;29/05/2024;136,08;Comodato;Comodato;TNS;'89551301301006931533';079251;
'1470586149';'1470586149';GER7;PAX;D195;CORREIOS;LOJISTA;27/04/2021;14/06/2023;01/07/2024;49,90;Aluguel;Brasilcard;;'';068046;
'1470586710';'1470586710';GER7;PAX;D195;CORREIOS;LOJISTA;27/04/2021;13/09/2024;01/10/2024;59,90;Aluguel;Brasilcard;;'';065889;
'1470586155';'1470586155';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;27/11/2024;01/01/2025;0,00;Aluguel;Brasilcard;Claro;'89550534810023498160';079379;
'1470586675';'1470586675';GER7;PAX;D195;CORREIOS;LOJISTA;27/04/2021;23/07/2024;01/03/2025;29,90;Aluguel;Brasilcard;CLARO;'89550534150026896312';083506;
'1470586154';'1470586154';GER7;PAX;D195;CORREIOS;LOJISTA;27/04/2021;12/09/2024;01/10/2024;49,90;Aluguel;Brasilcard;;'';066739;
'1470586151';'1470586151';GER7;PAX;D195;CORREIOS;LOJISTA;27/04/2021;11/09/2024;01/11/2024;49,90;Aluguel;Brasilcard;VIVO ALLCOM;'89551080257082325973';065663;
'1470586349';'1470586349';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;04/12/2024;01/03/2025;39,90;Aluguel;Brasilcard;VIVO;'89551301301006928216';087618;
'1470586338';'1470586338';GER7;PAX;D195;CORREIOS;LOJISTA;27/04/2021;13/09/2024;01/10/2024;49,90;Aluguel;Brasilcard;;'';064279;
'1470586316';'1470586316';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;24/09/2024;19/09/2024;136,08;Comodato;Comodato;Vivo;'89551301301013833490';084953;
'1470586351';'1470586351';GER7;PAX;D195;ESTOQUE;BOLT_7C;27/04/2021;02/07/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586350';'1470586350';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;23/11/2023;30/09/2024;99,90;Aluguel;Brasilcard;Vivo;'89551301301006792174';064557;
'1470586393';'1470586393';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;15/01/2025;01/03/2025;69,90;Aluguel;Brasilcard;VIVO;'89551301301006918381';070361;
'1470586335';'1470586335';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;02/12/2024;01/04/2025;49,99;Aluguel;Isencao Temporaria;Vivo;'89551301301006947273';087535;
'1470586181';'1470586181';GER7;PAX;D195;CORREIOS;LOJISTA;27/04/2021;07/09/2024;01/10/2024;49,90;Aluguel;Brasilcard;;'';066830;
'1470586336';'1470586336';GER7;PAX;D195;CORREIOS;LOJISTA;27/04/2021;10/09/2024;01/10/2024;49,90;Aluguel;Brasilcard;;'';071684;
'1470586015';'1470586015';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;06/10/2023;01/01/2024;39,90;Aluguel;Brasilcard;VIVO;'89551301301006811388';072936;
'1470586232';'1470586232';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;04/06/2024;01/08/2024;39,90;Aluguel;Brasilcard;CLARO;'89550534150026896197';056742;
'1470586408';'1470586408';GER7;PAX;D195;CORREIOS;LOJISTA;27/04/2021;20/04/2023;01/05/2023;59,90;Aluguel;Brasilcard;;'';065977;
'1470586385';'1470586385';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;13/04/2023;30/09/2023;59,90;Aluguel;Brasilcard;VIVO;'89551080257082324984';065690;
'1470586971';'1470586971';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;27/01/2025;01/03/2025;29,90;Aluguel;Brasilcard;;'';088829;
'1470586871';'1470586871';GER7;PAX;D195;CORREIOS;LOJISTA;27/04/2021;10/09/2024;01/10/2024;49,90;Aluguel;Brasilcard;;'';065339;
'1470586183';'1470586183';GER7;PAX;D195;ESTOQUE;MANUTENÇÃO - PAX;27/04/2021;09/10/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586333';'1470586333';GER7;PAX;D195;ESTOQUE;BOLT ERIK MORAIS;27/04/2021;21/05/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586340';'1470586340';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;11/04/2023;01/05/2023;59,90;Aluguel;Brasilcard;;'';065571;
'1470586960';'1470586960';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;30/04/2024;01/01/2100;49,90;Aluguel;DXC;CLARO;'89550534150026884946';077166;
'1470586850';'1470586850';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;23/09/2024;01/11/2024;49,90;Aluguel;Brasilcard;CLARO;'89550534150026891008';065836;
'1470586886';'1470586886';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;20/01/2025;01/03/2025;39,90;Aluguel;Brasilcard;Vivo;'89551301301013834951';088637;
'1470586742';'1470586742';GER7;PAX;D195;ESTOQUE;BOLT_7C;27/04/2021;12/11/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586955';'1470586955';GER7;PAX;D195;CORREIOS;LOJISTA;27/04/2021;12/09/2024;01/10/2024;49,90;Aluguel;Brasilcard;;'';066007;
'1470586334';'1470586334';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;25/10/2024;25/10/2024;220,03;Comodato;Comodato;Vivo;'89551301301013834498';085784;
'1470586934';'1470586934';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;26/06/2024;01/08/2024;49,90;Aluguel;Brasilcard;VIVO;'89551301301006921542';013215;
'1470586383';'1470586383';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;06/06/2024;01/08/2024;39,90;Aluguel;Brasilcard;VIVO;'89551301301006916781';079415;
'1470586550';'1470586550';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;10/05/2023;01/07/2023;9,90;Aluguel;Brasilcard;;'';019307;
'1470586251';'1470586251';GER7;PAX;D195;ESTOQUE;MANUTENÇÃO - PAX;27/04/2021;22/05/2023;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586877';'1470586877';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;05/04/2023;01/04/2023;29,90;Aluguel;Brasilcard;;'';051365;
'1470586258';'1470586258';GER7;PAX;D195;CORREIOS;LOJISTA;27/04/2021;11/09/2024;01/10/2024;59,90;Aluguel;Brasilcard;;'';065020;
'1470586259';'1470586259';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;10/05/2023;01/07/2023;9,90;Aluguel;Brasilcard;;'';019307;
'1470586839';'1470586839';GER7;PAX;D195;ESTOQUE;MANUTENÇÃO - PAX;27/04/2021;22/02/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586306';'1470586306';GER7;PAX;D195;ESTOQUE;MANUTENÇÃO - PAX;27/04/2021;19/04/2023;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586945';'1470586945';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;28/01/2025;01/03/2025;59,90;Aluguel;Brasilcard;Vivo;'89551301301013832005';088874;
'1470586865';'1470586865';GER7;PAX;D195;ESTOQUE;MANUTENÇÃO - PAX;27/04/2021;15/12/2023;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586869';'1470586869';GER7;PAX;D195;CONFIGURADO;LOJISTA;27/04/2021;15/10/2024;01/01/2100;19,90;Aluguel;DXC;VIVO;'89551301301006811263';085510;
'1470586337';'1470586337';GER7;PAX;D195;ESTOQUE;BOLT ERIK MORAIS;27/04/2021;21/05/2021;01/01/1900;0,00;-;Brasilcard;;'';000000;
'1470586234';'1470586234';GER7;PAX;D195;CORREIOS;LOJISTA;27/04/2021;12/09/2024;01/10/2024;39,90;Aluguel;Brasilcard;;'';070722;
